DATE,PM2.5,PM10,CO2,HCHO
2022-11-05 14:55:10,1,2,443,0.003
2022-11-05 14:56:10,1,2,416,0.003
2022-11-05 14:57:10,2,4,407,0.004
2022-11-05 14:58:10,2,4,414,0.004
2022-11-05 14:59:10,2,3,709,0.005
2022-11-05 15:00:11,2,3,140,0.004
2022-11-05 15:01:10,1,1,5000,0.001
2022-11-05 15:02:10,1,2,5000,0.002
2022-11-05 15:03:10,1,2,5000,0.001
2022-11-05 15:04:11,2,3,5000,0.001
2022-11-05 15:05:11,1,3,5000,0.001
2022-11-05 15:06:11,2,3,5000,0.001
2022-11-05 15:07:10,2,4,5000,0.001
2022-11-05 15:08:10,2,3,5000,0.002
2022-11-05 15:09:10,1,2,5000,0.001
2022-11-05 15:10:11,1,2,5000,0.010
2022-11-05 15:11:11,1,2,5000,0.005
2022-11-05 15:12:11,1,2,5000,0.005
2022-11-05 15:13:10,1,1,5000,0.001
2022-11-05 15:14:10,1,2,5000,0.006
2022-11-05 15:15:11,1,3,399,0.001
2022-11-05 15:16:11,1,2,399,0.028
2022-11-05 15:17:10,1,2,399,0.031
2022-11-05 15:18:10,1,2,399,0.028
2022-11-05 15:19:10,2,4,412,0.028
2022-11-05 15:20:11,1,2,401,0.021
2022-11-05 15:21:11,0,1,416,0.018
2022-11-05 15:22:11,0,0,414,0.016
2022-11-05 15:23:10,0,0,419,0.015
2022-11-05 15:24:10,0,0,419,0.015
2022-11-05 15:25:10,0,0,417,0.014
2022-11-05 15:26:11,0,0,416,0.014
2022-11-05 15:27:11,0,0,414,0.013
2022-11-05 15:28:11,2,5,476,0.019
2022-11-05 15:29:10,3,6,516,0.017
2022-11-05 15:30:10,1,2,483,0.011
2022-11-05 15:31:10,0,1,453,0.010
2022-11-05 15:32:11,1,1,436,0.008
2022-11-05 15:33:11,1,2,420,0.006
2022-11-05 15:34:11,1,1,413,0.005
2022-11-05 15:35:11,1,2,413,0.004
2022-11-05 15:36:10,1,2,418,0.007
2022-11-05 15:37:10,1,2,415,0.005
2022-11-05 15:38:11,1,1,410,0.011
2022-11-05 15:39:11,0,1,407,0.017
2022-11-05 15:40:11,0,0,405,0.020
2022-11-05 15:41:11,0,0,406,0.019
2022-11-05 15:42:10,0,0,406,0.017
2022-11-05 15:43:10,0,0,407,0.018
2022-11-05 15:44:11,0,0,409,0.019
2022-11-05 15:45:11,0,0,411,0.017
2022-11-05 15:46:11,0,0,413,0.016
2022-11-05 15:47:11,0,0,412,0.015
2022-11-05 15:48:10,0,0,412,0.015
2022-11-05 15:49:10,0,0,413,0.015
2022-11-05 15:50:11,0,0,414,0.014
2022-11-05 15:51:11,0,0,415,0.015
2022-11-05 15:52:11,0,0,415,0.016
2022-11-05 15:53:11,0,0,416,0.015
2022-11-05 15:54:10,0,0,418,0.016
2022-11-05 15:55:10,0,0,419,0.017
2022-11-05 15:56:11,0,0,419,0.013
2022-11-05 15:57:11,0,0,419,0.011
2022-11-05 15:58:11,0,0,419,0.012
2022-11-05 15:59:11,0,0,418,0.011
2022-11-05 16:00:10,0,0,418,0.012
2022-11-05 16:01:10,0,0,418,0.013
2022-11-05 16:02:11,0,0,419,0.017
2022-11-05 16:03:11,0,0,419,0.016
2022-11-05 16:04:11,0,0,420,0.014
2022-11-05 16:05:11,0,0,420,0.015
2022-11-05 16:06:10,0,0,421,0.015
2022-11-05 16:07:10,0,0,421,0.015
2022-11-05 16:08:11,0,0,421,0.013
2022-11-05 16:09:11,0,0,421,0.014
2022-11-05 16:10:11,0,0,420,0.013
2022-11-05 16:11:11,0,0,420,0.016
2022-11-05 16:12:10,0,0,421,0.015
2022-11-05 16:13:10,0,0,424,0.016
2022-11-05 16:14:11,0,0,426,0.016
2022-11-05 16:15:11,0,0,426,0.015
2022-11-05 16:16:11,0,0,427,0.015
2022-11-05 16:17:11,0,0,427,0.014
2022-11-05 16:18:10,0,0,427,0.013
2022-11-05 16:19:10,0,0,427,0.013
2022-11-05 16:20:11,0,0,423,0.013
2022-11-05 16:21:11,0,0,421,0.011
2022-11-05 16:22:11,0,0,419,0.012
2022-11-05 16:23:11,0,0,418,0.013
2022-11-05 16:24:11,0,0,417,0.014
2022-11-05 16:25:10,0,1,419,0.015
2022-11-05 16:26:11,0,0,419,0.015
2022-11-05 16:27:11,0,1,420,0.016
2022-11-05 16:28:11,0,1,420,0.015
2022-11-05 16:29:11,0,0,419,0.014
2022-11-05 16:30:11,0,0,418,0.015
2022-11-05 16:31:10,0,0,418,0.015
2022-11-05 16:32:11,0,0,417,0.016
2022-11-05 16:33:11,0,0,417,0.016
2022-11-05 16:34:11,0,0,418,0.016
